Question_ID,Question_Text,Clean_Text,Predicted_Subject
2015_2_Q06,A monochromatic beam of light is incident at 60° on one face of an equilateral prism of refractive index n and emerges from the opposite face making an angle θ(n) with the normal (see the figure). For n = √3 the value of θ is 60° and dθ/dn = m. The value of m is,A monochromatic beam of light is incident at on one face of an equilateral prism of refractive index n and emerges from the opposite face making an angle n with the normal see the figure For n the value of is and d dn m The value of m is,physics
2015_2_Q07,"In the following circuit, the current through the resistor R (= 2Ω) is I Amperes. The value of I is",In the following circuit the current through the resistor R is I Amperes The value of I is,physics
2015_2_Q08,An electron in an excited state of Li²+ ion has angular momentum 3h/2π. The de Broglie wavelength of the electron in this state is pπa₀ (where a₀ is the Bohr radius). The value of p is,An electron in an excited state of Li ion has angular momentum 3h The de Broglie wavelength of the electron in this state is p a where a is the Bohr radius The value of p is,physics
2015_2_Q09,"Two spheres P and Q of equal radii have densities ρ₁ and ρ₂, respectively. The spheres are connected by a massless string and placed in liquids L₁ and L₂ of densities σ₁ and σ₂ and viscosities η₁ and η₂, respectively. They float in equilibrium with the sphere P in L₁ and sphere Q in L₂ and the string being taut (see figure). If sphere P alone in L₂ has terminal velocity →Vp, and Q alone in L₁ has terminal velocity →Vq, then (A) |→Vp|/|→Vq| = η₂/η₁ (B) |→Vp|/|→Vq| = η₁/η₂ (C) →Vp . →Vq > 0 (D) →Vp . →Vq < 0",Two spheres P and Q of equal radii have densities and respectively The spheres are connected by a massless string and placed in liquids L and L of densities and and viscosities and respectively They float in equilibrium with the sphere P in L and sphere Q in L and the string being taut see figure If sphere P alone in L has terminal velocity Vp and Q alone in L has terminal velocity Vq then Vp Vq Vp Vq Vp Vq Vp Vq,physics
2015_2_Q10,"In terms of potential difference V, electric current I, permittivity ε₀, permeability µ₀ and speed of light c, the dimensionally correct equation(s) is (are) (A) µ₀I² = ε₀V² (B) ε₀I = µ₀V (C) I = ε₀cV (D) µ₀c I = ε₀V",In terms of potential difference V electric current I permittivity permeability and speed of light c the dimensionally correct equation s is are I V I V I cV c I V,physics
2015_2_Q11,"Consider a uniform spherical charge distribution of radius R₁ centred at the origin O. In this distribution, a spherical cavity of radius R₂, centred at P with distance OP = a = R₁ - R₂ (see figure) is made. If the electric field inside the cavity at position →r is →E(→r), then the correct statement(s) is(are) (A) →E is uniform, its magnitude is independent of R₂ but its direction depends on →r (B) →E is uniform, its magnitude depends on R₂ and its direction depends on →r (C) →E is uniform, its magnitude is independent of a but its direction depends on →a (D) →E is uniform and both its magnitude and direction depend on →a",Consider a uniform spherical charge distribution of radius R centred at the origin O In this distribution a spherical cavity of radius R centred at P with distance OP a R R see figure is made If the electric field inside the cavity at position r is E r then the correct statement s is are E is uniform its magnitude is independent of R but its direction depends on r E is uniform its magnitude depends on R and its direction depends on r E is uniform its magnitude is independent of a but its direction depends on a E is uniform and both its magnitude and direction depend on a,physics
2015_2_Q12,"In plotting stress versus strain curves for two materials P and Q, a student by mistake puts strain on the y-axis and stress on the x-axis as shown in the figure. Then the correct statement(s) is (are) (A) P has more tensile strength than Q (B) P is more ductile than Q (C) P is more brittle than Q (D) The Young's modulus of P is more than that of Q",In plotting stress versus strain curves for two materials P and Q a student by mistake puts strain on the y axis and stress on the x axis as shown in the figure Then the correct statement s is are P has more tensile strength than Q P is more ductile than Q P is more brittle than Q The Young s modulus of P is more than that of Q,physics
2015_2_Q13,"A spherical body of radius R consists of a fluid of constant density and is in equilibrium under its own gravity. If P(r) is the pressure at r(r < R), then the correct option(s) is(are) (A) P(r = 0) = 0 (B) P(r = 3R/4)/P(r = 2R/3) = 63/80 (C) P(r = 3R/5)/P(r = 2R/5) = 16/21 (D) P(r = R/2)/P(r = R/3) = 20/27",A spherical body of radius R consists of a fluid of constant density and is in equilibrium under its own gravity If P r is the pressure at r r R then the correct option s is are P r P r 3R P r 2R P r 3R P r 2R P r R P r R,physics
2015_2_Q14,"A parallel plate capacitor having plates of area S and plate separation d, has capacitance C₁ in air. When two dielectrics of different relative permittivities (ε₁ = 2 and ε₂ = 4) are introduced between the two plates as shown in the figure, the capacitance becomes C₂. The ratio C₂/C₁ is (A) 6/5 (B) 5/3 (C) 7/5 (D) 7/3",A parallel plate capacitor having plates of area S and plate separation d has capacitance C in air When two dielectrics of different relative permittivities and are introduced between the two plates as shown in the figure the capacitance becomes C The ratio C C is,physics
2015_2_Q15,"An ideal monoatomic gas is confined in a horizontal cylinder by a spring loaded piston (as shown in the figure). Initially the gas is at temperature T₁, pressure P₁ and volume V₁ and the spring is in its relaxed state. The gas is then heated very slowly to temperature T₂, pressure P₂ and volume V₂. During this process the piston moves out by a distance x. Ignoring the friction between the piston and the cylinder, the correct statement(s) is (are) (A) If V₂ = 2V₁ and T₂ = 3T₁, then the energy stored in the spring is (1/4)P₁V₁ (B) If V₂ = 2V₁ and T₂ = 3T₁, then the change in internal energy is 3P₁V₁ (C) If V₂ = 3V₁ and T₂ = 4T₁, then the work done by the gas is (7/3)P₁V₁ (D) If V₂ = 3V₁ and T₂ = 4T₁, then the heat supplied to the gas is (17/6)P₁V₁",An ideal monoatomic gas is confined in a horizontal cylinder by a spring loaded piston as shown in the figure Initially the gas is at temperature T pressure P and volume V and the spring is in its relaxed state The gas is then heated very slowly to temperature T pressure P and volume V During this process the piston moves out by a distance x Ignoring the friction between the piston and the cylinder the correct statement s is are If V 2V and T 3T then the energy stored in the spring is P V If V 2V and T 3T then the change in internal energy is 3P V If V 3V and T 4T then the work done by the gas is P V If V 3V and T 4T then the heat supplied to the gas is P V,physics
2015_2_Q16,"A fission reaction is given by ²³⁶₉₂U → ¹⁴⁰₅₄Xe + ⁹⁴₃₈Sr + x + y, where x and y are two particles. Considering ²³⁶₉₂U to be at rest, the kinetic energies of the products are denoted by KXe, KSr, Kx (2 MeV) and Ky (2 MeV), respectively. Let the binding energies per nucleon of ²³⁶₉₂U, ¹⁴⁰₅₄Xe and ⁹⁴₃₈Sr be 7.5 MeV, 8.5 MeV and 8.5 MeV, respectively. Considering different conservation laws, the correct option(s) is (are) (A) x = n, y = n, KSr = 129 MeV, KXe = 86 MeV (B) x = p, y = e⁻, KSr = 129 MeV, KXe = 86 MeV (C) x = p, y = n, KSr = 129 MeV, KXe = 86 MeV (D) x = n, y = n, KSr = 86 MeV, KXe = 129 MeV",A fission reaction is given by U Xe Sr x y where x and y are two particles Considering U to be at rest the kinetic energies of the products are denoted by KXe KSr Kx MeV and Ky MeV respectively Let the binding energies per nucleon of U Xe and Sr be MeV MeV and MeV respectively Considering different conservation laws the correct option s is are x n y n KSr MeV KXe MeV x p y e KSr MeV KXe MeV x p y n KSr MeV KXe MeV x n y n KSr MeV KXe MeV,physics
2015_2_Q17,"Consider two different metallic strips (1 and 2) of the same material. Their lengths are the same, widths are w₁ and w₂ and thicknesses are d₁ and d₂, respectively. Two points K and M are symmetrically located on the opposite faces parallel to the x-y plane (see figure). V₁ and V₂ are the potential differences between K and M in strips 1 and 2, respectively. Then, for a given current I flowing through them in a given magnetic field strength B, the correct statement(s) is(are) (A) If w₁ = w₂ and d₁ = 2d₂, then V₂ = 2V₁ (B) If w₁ = w₂ and d₁ = 2d₂, then V₂ = (1/2)V₁ (C) If w₁ = 2w₂ and d₁ = d₂, then V₂ = 2V₁ (D) If w₁ = 2w₂ and d₁ = d₂, then V₂ = (1/2)V₁",Consider two different metallic strips and of the same material Their lengths are the same widths are w and w and thicknesses are d and d respectively Two points K and M are symmetrically located on the opposite faces parallel to the x y plane see figure V and V are the potential differences between K and M in strips and respectively Then for a given current I flowing through them in a given magnetic field strength B the correct statement s is are If w w and d 2d then V 2V If w w and d 2d then V V If w 2w and d d then V 2V If w 2w and d d then V V,physics
2015_2_Q18,"Consider two different metallic strips (1 and 2) of same dimensions (length l, width w and thickness d) with carrier densities n₁ and n₂, respectively. Strip 1 is placed in magnetic field B₁ and strip 2 is placed in magnetic field B₂, both along positive y-directions. Then V₁ and V₂ are the potential differences developed between K and M in strips 1 and 2, respectively. Assuming that the current I is the same for both the strips, the correct option(s) is(are) (A) If B₁ = B₂ and n₁ = 2n₂, then V₂ = 2V₁ (B) If B₁ = B₂ and n₁ = 2n₂, then V₂ = (1/2)V₁ (C) If B₁ = 2B₂ and n₁ = n₂, then V₂ = 0.5V₁ (D) If B₁ = 2B₂ and n₁ = n₂, then V₂ = V₁",Consider two different metallic strips and of same dimensions length l width w and thickness d with carrier densities n and n respectively Strip is placed in magnetic field B and strip is placed in magnetic field B both along positive y directions Then V and V are the potential differences developed between K and M in strips and respectively Assuming that the current I is the same for both the strips the correct option s is are If B B and n 2n then V 2V If B B and n 2n then V V If B 2B and n n then V 5V If B 2B and n n then V V,physics
2015_2_Q19,"For two structures namely S₁ with n₁ = √45/4 and n₂ = 3/2, and S₂ with n₁ = 8/5 and n₂ = 7/5 and taking the refractive index of water to be 4/3 and that of air to be 1, the correct option(s) is (are) (A) NA of S₁ immersed in water is the same as that of S₂ immersed in a liquid of refractive index 16/(3√15) (B) NA of S₁ immersed in liquid of refractive index 6/√15 is the same as that of S₂ immersed in water (C) NA of S₁ placed in air is the same as that of S₂ immersed in liquid of refractive index 4/√15 (D) NA of S₁ placed in air is the same as that of S₂ placed in water",For two structures namely S with n and n and S with n and n and taking the refractive index of water to be and that of air to be the correct option s is are NA of S immersed in water is the same as that of S immersed in a liquid of refractive index NA of S immersed in liquid of refractive index is the same as that of S immersed in water NA of S placed in air is the same as that of S immersed in liquid of refractive index NA of S placed in air is the same as that of S placed in water,physics
2015_2_Q20,"If two structures of same cross-sectional area, but different numerical apertures NA₁ and NA₂ (NA₂ < NA₁) are joined longitudinally, the numerical aperture of the combined structure is (A) (NA₁ NA₂)/(NA₁ + NA₂) (B) NA₁ + NA₂ (C) NA₁ (D) NA₂",If two structures of same cross sectional area but different numerical apertures NA and NA NA NA are joined longitudinally the numerical aperture of the combined structure is NA NA NA NA NA NA NA NA,chemistry
2015_2_Q21,The number of hydroxyl group(s) in Q is,The number of hydroxyl group s in Q is,mathematics
2015_2_Q22,"Among the following, the number of reaction(s) that produce(s) benzaldehyde is",Among the following the number of reaction s that produce s benzaldehyde is,chemistry
2015_2_Q23,"In the complex acetylbromidodicarbonylbis(triethylphosphine)iron(II), the number of Fe-C bond(s) is",In the complex acetylbromidodicarbonylbis triethylphosphine iron II the number of Fe C bond s is,chemistry
2015_2_Q24,"Among the complex ions, [Co(NH₂-CH₂-CH₂-NH₂)₂Cl₂]⁺, [CrCl₂(C₂O₄)₂]³⁻, [Fe(H₂O)₄(OH)₂]⁺, [Fe(NH₃)₂(CN)₄]⁻, [Co(NH₂-CH₂-CH₂-NH₂)₂(NH₃)Cl]²⁺ and [Co(NH₃)₄(H₂O)Cl]²⁺, the number of complex ion(s) that show(s) cis-trans isomerism is",Among the complex ions Co NH CH CH NH Cl CrCl C O Fe H O OH Fe NH CN Co NH CH CH NH NH Cl and Co NH H O Cl the number of complex ion s that show s cis trans isomerism is,chemistry
2015_2_Q25,Three moles of B₂H₆ are completely reacted with methanol. The number of moles of boron containing product formed is,Three moles of B H are completely reacted with methanol The number of moles of boron containing product formed is,chemistry
2015_2_Q26,"The molar conductivity of a solution of a weak acid HX (0.01 M) is 10 times smaller than the molar conductivity of a solution of a weak acid HY (0.10 M). If λ⁰_HX/λ⁰_HY ≈ 1, the difference in their pKₐ values, pKₐ(HX) - pKₐ(HY), is (consider degree of ionization of both acids to be <<1)",The molar conductivity of a solution of a weak acid HX M is times smaller than the molar conductivity of a solution of a weak acid HY M If _HX _HY the difference in their pK values pK HX pK HY is consider degree of ionization of both acids to be,chemistry
2015_2_Q27,"A closed vessel with rigid walls contains 1 mol of ²³⁸₉₂U and 1 mol of air at 298 K. Considering complete decay of ²³⁸₉₂U to ²⁰⁶₈₂Pb, the ratio of the final pressure to the initial pressure of the system at 298 K is",A closed vessel with rigid walls contains mol of U and mol of air at K Considering complete decay of U to Pb the ratio of the final pressure to the initial pressure of the system at K is,chemistry
2015_2_Q28,"In dilute aqueous H₂SO₄, the complex diaquodioxalatoferrate(II) is oxidized by MnO₄⁻. For this reaction, the ratio of the rate of change of [H⁺] to the rate of change of [MnO₄⁻] is",In dilute aqueous H SO the complex diaquodioxalatoferrate II is oxidized by MnO For this reaction the ratio of the rate of change of H to the rate of change of MnO is,chemistry
2015_2_Q29,"In the following reactions, the product S is (A) H3C N (B) N (C) H3C N (D) H3C N",In the following reactions the product S is H3C N N H3C N H3C N,chemistry
2015_2_Q30,The major product U in the following reactions is (A) H O-O CH3 (B) H3C CH3 OH (C) H O-O CH2 (D) CH2 OH,The major product U in the following reactions is H O O CH3 H3C CH3 OH H O O CH2 CH2 OH,chemistry
2015_2_Q31,"In the following reactions, the major product W is (A) NEN OH (B) N=N (C) OH N-N (D) N=N",In the following reactions the major product W is NEN OH N N OH N N N N,chemistry
2015_2_Q32,"The correct statement(s) regarding, (i) HClO, (ii) HClO₂, (iii) HClO₃ and (iv) HClO₄, is(are) (A) The number of Cl=O bonds in (ii) and (iii) together is two (B) The number of lone pairs of electrons on Cl in (ii) and (iii) together is three (C) The hybridization of Cl in (iv) is sp³ (D) Amongst (i) to (iv), the strongest acid is (i)",The correct statement s regarding i HClO ii HClO iii HClO and iv HClO is are The number of Cl O bonds in ii and iii together is two The number of lone pairs of electrons on Cl in ii and iii together is three The hybridization of Cl in iv is sp Amongst i to iv the strongest acid is i,chemistry
2015_2_Q33,"The pair(s) of ions where BOTH the ions are precipitated upon passing H₂S gas in presence of dilute HCl, is(are) (A) Ba²⁺, Zn²⁺ (B) Bi³⁺, Fe³⁺ (C) Cu²⁺, Pb²⁺ (D) Hg²⁺, Bi³⁺",The pair s of ions where BOTH the ions are precipitated upon passing H S gas in presence of dilute HCl is are Ba Zn Bi Fe Cu Pb Hg Bi,chemistry
2015_2_Q34,"Under hydrolytic conditions, the compounds used for preparation of linear polymer and for chain termination, respectively, are (A) CH₃SiCl₃ and Si(CH₃)₄ (B) (CH₃)₂SiCl₂ and (CH₃)₃SiCl (C) (CH₃)₂SiCl₂ and CH₃SiCl₃ (D) SiCl₄ and (CH₃)₃SiCl",Under hydrolytic conditions the compounds used for preparation of linear polymer and for chain termination respectively are CH SiCl and Si CH CH SiCl and CH SiCl CH SiCl and CH SiCl SiCl and CH SiCl,chemistry
2015_2_Q35,"When O₂ is adsorbed on a metallic surface, electron transfer occurs from the metal to O₂. The TRUE statement(s) regarding this adsorption is(are) (A) O₂ is physisorbed (B) heat is released (C) occupancy of π*₂p of O₂ is increased (D) bond length of O₂ is increased",When O is adsorbed on a metallic surface electron transfer occurs from the metal to O The TRUE statement s regarding this adsorption is are O is physisorbed heat is released occupancy of p of O is increased bond length of O is increased,chemistry
2015_2_Q36,One mole of a monoatomic real gas satisfies the equation p(V-b) = RT where b is a constant. The relationship of interatomic potential V(r) and interatomic distance r for the gas is given by (A) V(r) vs r diagram (B) V(r) vs r diagram (C) V(r) vs r diagram (D) V(r) vs r diagram,One mole of a monoatomic real gas satisfies the equation p V b RT where b is a constant The relationship of interatomic potential V r and interatomic distance r for the gas is given by V r vs r diagram V r vs r diagram V r vs r diagram V r vs r diagram,physics
2015_2_Q37,Enthalpy of dissociation (in kJ mol⁻¹) of acetic acid obtained from the Expt. 2 is (A) 1.0 (B) 10.0 (C) 24.5 (D) 51.4,Enthalpy of dissociation in kJ mol of acetic acid obtained from the Expt is,chemistry
2015_2_Q38,The pH of the solution after Expt. 2 is (A) 2.8 (B) 4.7 (C) 5.0 (D) 7.0,The pH of the solution after Expt is,chemistry
2015_2_Q39,"For any integer k, let αk = cos(kπ/7) + i sin(kπ/7), where i = √-1. The value of the expression (Σ from k=1 to 12 of (αk+1 - αk)) / (Σ from k=1 to 3 of |α4k-1 - α4k-2|) is",For any integer k let k cos k i sin k where i The value of the expression from k to of k k from k to of 4k 4k is,mathematics
2015_2_Q40,"Suppose that all the terms of an arithmetic progression (A.P.) are natural numbers. If the ratio of the sum of the first seven terms to the sum of the first eleven terms is 6:11 and the seventh term lies in between 130 and 140, then the common difference of this A.P. is",Suppose that all the terms of an arithmetic progression A P are natural numbers If the ratio of the sum of the first seven terms to the sum of the first eleven terms is and the seventh term lies in between and then the common difference of this A P is,mathematics
2015_2_Q41,The coefficient of x⁹ in the expansion of (1 + x)(1 + x²)(1 + x³) ... (1 + x¹⁰⁰) is,The coefficient of x in the expansion of x x x x is,mathematics
2015_2_Q42,"Suppose that the foci of the ellipse x²/9 + y²/5 = 1 are (f₁, 0) and (f₂, 0) where f₁ > 0 and f₂ < 0. Let P₁ and P₂ be two parabolas with a common vertex at (0, 0) and with foci at (f₁, 0) and (2f₂, 0), respectively. Let T₁ be a tangent to P₁ which passes through (2f₂, 0) and T₂ be a tangent to P₂ which passes through (f₁, 0). If m₁ is the slope of T₁ and m₂ is the slope of T₂, then the value of (1/m₁² + 1/m₂²) is",Suppose that the foci of the ellipse x y are f and f where f and f Let P and P be two parabolas with a common vertex at and with foci at f and 2f respectively Let T be a tangent to P which passes through 2f and T be a tangent to P which passes through f If m is the slope of T and m is the slope of T then the value of m m is,mathematics
2015_2_Q43,Let m and n be two positive integers greater than 1. If lim a→0 (e^(cos(aⁿ)) - e) / aᵐ then the value of m/n is,Let m and n be two positive integers greater than If lim a e cos a e a then the value of m n is,mathematics
2015_2_Q44,"If α = ∫ from 0 to 1 (e^(9x+3 tan⁻¹x)) (12+9x²)/(1+x²) dx where tan⁻¹x takes only principal values, then the value of logₑ|1+α| - 3π/4 is",If from to e 9x tan x 9x x dx where tan x takes only principal values then the value of log is,mathematics
2015_2_Q45,"Let f: R→R be a continuous odd function, which vanishes exactly at one point and f(1) = 1/2. Suppose that F(x) = ∫ from -1 to x f(t) dt for all x ∈ [-1, 2] and G(x) = ∫ from -1 to x |f(f(t))| dt for all x ∈ [-1,2]. If lim x→1 F(x)/G(x) = 1/14, then the value of f(1/2) is",Let f R R be a continuous odd function which vanishes exactly at one point and f Suppose that F x from to x f t dt for all x and G x from to x f f t dt for all x If lim x F x G x then the value of f is,mathematics
2015_2_Q46,"Suppose that p, q and r are three non-coplanar vectors in R³. Let the components of a vector s along p, q and r be 4, 3 and 5, respectively. If the components of this vector s along (p+q+r), (p-q+r) and (-p-q+r) are x, y and z, respectively, then the value of 2x + y + z is",Suppose that p q and r are three non coplanar vectors in R Let the components of a vector s along p q and r be and respectively If the components of this vector s along p q r p q r and p q r are x y and z respectively then the value of 2x y z is,mathematics
2015_2_Q47,"Let S be the set of all non-zero real numbers α such that the quadratic equation αx² - x + α = 0 has two distinct real roots x₁ and x₂ satisfying the inequality |x₁-x₂|<1. Which of the following intervals is(are) a subset(s) of S? (A) (-1/2, -1/√5) (B) (-1/√5, 0) (C) (0, 1/√5) (D) (1/√5, 1/2)",Let S be the set of all non zero real numbers such that the quadratic equation x x has two distinct real roots x and x satisfying the inequality x x Which of the following intervals is are a subset s of S,mathematics
2015_2_Q48,"If α = 3sin⁻¹(6/11) and β = 3cos⁻¹(4/9) where the inverse trigonometric functions take only the principal values, then the correct option(s) is (are) (A) cosβ > 0 (B) sinβ < 0 (C) cos(α + β) > 0 (D) cosα < 0",If 3sin and 3cos where the inverse trigonometric functions take only the principal values then the correct option s is are cos sin cos cos,mathematics
2015_2_Q49,"Let E₁ and E₂ be two ellipses whose centers are at the origin. The major axes of E₁ and E₂ lie along the x-axis and the y-axis, respectively. Let S be the circle x² + (y - 1)² = 2. The straight line x + y = 3 touches the curves S, E₁ and E₂ at P, Q and R, respectively. Suppose that PQ = PR = 2√2/3. If e₁ and e₂ are the eccentricities of E₁ and E₂, respectively, then the correct expression(s) is(are) (A) e₁² + e₂² = 43/40 (B) e₁ e₂ = √7/(2√10) (C) |e₁² - e₂²| = 5/8 (D) e₁e₂ = √3/4",Let E and E be two ellipses whose centers are at the origin The major axes of E and E lie along the x axis and the y axis respectively Let S be the circle x y The straight line x y touches the curves S E and E at P Q and R respectively Suppose that PQ PR If e and e are the eccentricities of E and E respectively then the correct expression s is are e e e e e e e e,mathematics
2015_2_Q50,"Consider the hyperbola H: x²-y² = 1 and a circle S with center N(x₂,0). Suppose that H and S touch each other at a point P(x₁,y₁) with x₁ > 1 and y₁ > 0. The common tangent to H and S at P intersects the x-axis at point M. If (l, m) is the centroid of the triangle ΔPMN, then the correct expression(s) is (are) (A) dl/dx₁ = 1 - 1/(3x₁²) for x₁ > 1 (B) dm/dx₁ = x₁/(3√(x₁²-1)) for x₁ > 1 (C) dl/dx₁ = 1 + 1/(3x₁²) for x₁ > 1 (D) dm/dy₁ = 1/3 for y₁ > 0",Consider the hyperbola H x y and a circle S with center N x Suppose that H and S touch each other at a point P x y with x and y The common tangent to H and S at P intersects the x axis at point M If l m is the centroid of the triangle PMN then the correct expression s is are dl dx 3x for x dm dx x x for x dl dx 3x for x dm dy for y,mathematics
2015_2_Q51,"The option(s) with the values of a and L that satisfy the following equation is(are) ∫ from 0 to 4π eᵗ(sin⁶at + cos⁴at) dt / ∫ from 0 to π eᵗ(sin⁶at + cos⁴at) dt = L? (A) a=2, L = (e⁴π-1)/(eπ-1) (B) a=2, L = (e⁴π+1)/(eπ+1) (C) a=4, L = (e⁴π-1)/(eπ-1) (D) a=4, L = (e⁴π+1)/(eπ+1)",The option s with the values of a and L that satisfy the following equation is are from to e sin at cos at dt from to e sin at cos at dt L a L e e a L e e a L e e a L e e,mathematics
2015_2_Q52,"Let f,g: [-1, 2] → R be continuous functions which are twice differentiable on the interval (-1, 2). Let the values of f and g at the points -1, 0 and 2 be as given in the following table: x=-1, x=0, x=2, f(x): 3, 6, 0, g(x): 0, 1, -1. In each of the intervals (-1, 0) and (0, 2) the function (f-3g)'' never vanishes. Then the correct statement(s) is (are) (A) f'(x)-3g'(x) = 0 has exactly three solutions in (-1, 0) ∪ (0, 2) (B) f'(x)-3g'(x) = 0 has exactly one solution in (-1, 0) (C) f'(x)-3g'(x) = 0 has exactly one solution in (0, 2) (D) f'(x)-3g'(x) = 0 has exactly two solutions in (-1, 0) and exactly two solutions in (0, 2)",Let f g R be continuous functions which are twice differentiable on the interval Let the values of f and g at the points and be as given in the following table x x x f x g x In each of the intervals and the function f 3g never vanishes Then the correct statement s is are f x 3g x has exactly three solutions in f x 3g x has exactly one solution in f x 3g x has exactly one solution in f x 3g x has exactly two solutions in and exactly two solutions in,mathematics
2015_2_Q53,"Let f(x) = 7 tan⁸x + 7 tan⁶x - 3 tan⁴x - 3tan²x for all x ∈ (-π/2, π/2). Then the correct expression(s) is(are) (A) ∫ from 0 to π/4 x f(x) dx = 1/12 (B) ∫ from 0 to π/4 f(x)dx = 0 (C) ∫ from 0 to π/4 x f(x) dx = 1/6 (D) ∫ from 0 to π/4 f(x)dx = 1",Let f x tan x tan x tan x 3tan x for all x Then the correct expression s is are from to x f x dx from to f x dx from to x f x dx from to f x dx,mathematics
2015_2_Q54,"Let f'(x) = 192x³ / (2 + sin²πx) for all x ∈ R with f(1/2) = 0. If m ≤ ∫ from 0 to 1/2 f(x)dx ≤ M, then the possible values of m and M are (A) m=13, M = 24 (B) m=1/4, M=1/2 (C) m=-11, M = 0 (D) m = 1, M = 12",Let f x 192x sin x for all x R with f If m from to f x dx M then the possible values of m and M are m M m M m M m M,mathematics
2015_2_Q55,"Let n₁ and n₂ be the number of red and black balls, respectively, in box I. Let n₃ and n₄ be the number of red and black balls, respectively, in box II. One of the two boxes, box I and box II, was selected at random and a ball was drawn randomly out of this box. The ball was found to be red. If the probability that this red ball was drawn from box II is 1/3, then the correct option(s) with the possible values of n₁, n₂, n₃ and n₄ is(are) (A) n₁ = 3, n₂ = 3, n₃ = 5, n₄ = 15 (B) n₁ = 3, n₂ = 6, n₃ = 10, n₄ = 50 (C) n₁ = 8, n₂ = 6, n₃ = 5, n₄ = 20 (D) n₁ = 6, n₂ = 12, n₃ = 5, n₄ = 20",Let n and n be the number of red and black balls respectively in box I Let n and n be the number of red and black balls respectively in box II One of the two boxes box I and box II was selected at random and a ball was drawn randomly out of this box The ball was found to be red If the probability that this red ball was drawn from box II is then the correct option s with the possible values of n n n and n is are n n n n n n n n n n n n n n n n,mathematics
2015_2_Q56,"A ball is drawn at random from box I and transferred to box II. If the probability of drawing a red ball from box I, after this transfer, is 1/3, then the correct option(s) with the possible values of n₁ and n₂ is(are) (A) n₁ = 4 and n₂ = 6 (B) n₁ = 2 and n₂ = 3 (C) n₁ = 10 and n₂ = 20 (D) n₁ = 3 and n₂ = 6",A ball is drawn at random from box I and transferred to box II If the probability of drawing a red ball from box I after this transfer is then the correct option s with the possible values of n and n is are n and n n and n n and n n and n,physics
2015_2_Q57,"Let F: R→R be a thrice differentiable function. Suppose that F(1) = 0, F(3) = -4 and F'(x) < 0 for all x ∈ (1/2, 3). Let f(x) = xF(x) for all x ∈ R. The correct statement(s) is (are) (A) f'(1) < 0 (B) f(2) < 0 (C) f'(x) ≠ 0 for any x ∈ (1, 3) (D) f'(x) = 0 for some x ∈ (1, 3)",Let F R R be a thrice differentiable function Suppose that F F and F x for all x Let f x xF x for all x R The correct statement s is are f f f x for any x f x for some x,mathematics
2015_2_Q58,"If ∫ from 1 to 3 x²F(x)dx = -12 and ∫ from 1 to 3 x³ F''(x)dx = 40, then the correct expression(s) is (are) (A) 9f'(3) + f'(1) – 32 = 0 (B) ∫ from 1 to 3 f(x)dx = 12 (C) 9f'(3)-f'(1) + 32 = 0 (D) ∫ from 1 to 3 f(x)dx = -12",If from to x F x dx and from to x F x dx then the correct expression s is are 9f f from to f x dx 9f f from to f x dx,mathematics
2016_1_Q01,"In a historical experiment to determine Planck's constant, a metal surface was irradiated with light of different wavelengths. The emitted photoelectron energies were measured by applying a stopping potential. The relevant data for the wavelength (λ) of incident light and the corresponding stopping potential (V₀) are given below:
λ (μm) | V₀ (Volt)
---|---
0.3 | 2.0
0.4 | 1.0
0.5 | 0.4
Given that c = 3 x 10⁸ m s⁻¹ and e = 1.6 × 10⁻¹⁹ C, Planck's constant (in units of J s) found from such an experiment is
(A) 6.0 × 10⁻³⁴ (B) 6.4 × 10⁻³⁴ (C) 6.6 x 10⁻³⁴ (D) 6.8 x 10⁻³⁴",In a historical experiment to determine Planck s constant a metal surface was irradiated with light of different wavelengths The emitted photoelectron energies were measured by applying a stopping potential The relevant data for the wavelength of incident light and the corresponding stopping potential V are given below m V Volt Given that c x m s and e C Planck s constant in units of J s found from such an experiment is x x,physics
2016_1_Q02,"A uniform wooden stick of mass 1.6 kg and length l rests in an inclined manner on a smooth, vertical wall of height h(<l) such that a small portion of the stick extends beyond the wall. The reaction force of the wall on the stick is perpendicular to the stick. The stick makes an angle of 30° with the wall and the bottom of the stick is on a rough floor. The reaction of the wall on the stick is equal in magnitude to the reaction of the floor on the stick. The ratio h/l and the frictional force f at the bottom of the stick are
(g = 10 m s⁻²)
(A) h/l = √3/16, f = 4√3/3 N (B) h/l = 3/16, f = 16√3/3 N
(C) h/l = 3√3/16, f = 8√3/3 N (D) h/l = 3√3/16, f = 16√3/3 N",A uniform wooden stick of mass kg and length l rests in an inclined manner on a smooth vertical wall of height h l such that a small portion of the stick extends beyond the wall The reaction force of the wall on the stick is perpendicular to the stick The stick makes an angle of with the wall and the bottom of the stick is on a rough floor The reaction of the wall on the stick is equal in magnitude to the reaction of the floor on the stick The ratio h l and the frictional force f at the bottom of the stick are g m s h l f N h l f N h l f N h l f N,physics
