Question_ID,Question_Text
2017_2_Q30,"Among the following, the correct statement(s) is(are)
[A] Al(CH₃)₃ has the three-centre two-electron bonds in its dimeric structure [B] BH₃ has the three-centre two-electron bonds in its dimeric structure [C] AlCl₃ has the three-centre two-electron bonds in its dimeric structure [D] The Lewis acidity of BCl₃ is greater than that of AlCl₃"
2017_2_Q31,"The option(s) with only amphoteric oxides is(are)
[A] Cr₂O₃, BeO, SnO, SnO₂ [B] Cr₂O₃, CrO, SnO, PbO [C] NO, B₂O₃, PbO, SnO₂ [D] ZnO, Al₂O₃, PbO, PbO₂"
2017_2_Q32,"Compounds P and R upon ozonolysis produce Q and S, respectively. The molecular formula of Q and S is C₈H₈O. Q undergoes Cannizzaro reaction but not haloform reaction, whereas S undergoes haloform reaction but not Cannizzaro reaction.
The option(s) with suitable combination of P and R, respectively, is(are)
[A] (chemical structure image) [B] (chemical structure image) [C] (chemical structure image) [D] (chemical structure image)"
2017_2_Q33,"W and X are, respectively
[A] O₃ and P₄O₆ [C] O₂ and P₄O₁₀ [B] O₂ and P₄O₆ [D] O₃ and P₄O₁₀"
2017_2_Q34,"Y and Z are, respectively
[A] N₂O₃ and H₃PO₄ [C] N₂O₄ and HPO₃ [B] N₂O₅ and HPO₃ [D] N₂O₄ and H₃PO₃"
2017_2_Q35,"The product S is
[A] (chemical structure image) [B] (chemical structure image) [C] (chemical structure image) [D] (chemical structure image)"
2017_2_Q36,"The reactions, Q to R and R to S, are
[A] Dehydration and Friedel-Crafts acylation [B] Aromatic sulfonation and Friedel-Crafts acylation [C] Friedel-Crafts alkylation, dehydration and Friedel-Crafts acylation [D] Friedel-Crafts alkylation and Friedel-Crafts acylation"
2017_2_Q37,"The equation of the plane passing through the point (1, 1, 1) and perpendicular to the planes 2x + y – 2z = 5 and 3x – 6y – 2z = 7, is
[A] 14x + 2y – 15z = 1 [C] 14x + 2y + 15z = 31 [B] 14x – 2y + 15z = 27 [D] -14x + 2y + 15z = 3"
2017_2_Q38,"Let O be the origin and let PQR be an arbitrary triangle. The point S is such that
OP · OQ + OR · OS = OR · OP + OQ · OS = OQ · OR + OP · OS
Then the triangle PQR has S as its
[A] centroid [B] circumcentre [C] incentre [D] orthocenter"
2017_2_Q39,"If y = y(x) satisfies the differential equation
8√x / (9 + √x) dy = (4 + √(9 + √x))⁻¹ dx, x > 0
and y(0) = √7, then y(256) =
[A] 3 [B] 9 [C] 16 [D] 80"
2017_2_Q40,"If f: R → R is a twice differentiable function such that f''(x) > 0 for all x ∈ R, and f(1/2)=f(1) = 1, then
[A] f′(1) ≤ 0 [B] 0 < f'(1) ≤ 1/2 [C] 1/2 < f′(1) ≤ 1 [D] f′(1) > 1"
2017_2_Q41,"How many 3×3 matrices M with entries from {0, 1, 2} are there, for which the sum of the diagonal entries of MᵀM is 5?
[A] 126 [B] 198 [C] 162 [D] 135"
2017_2_Q42,"Let S = {1, 2, 3, ..., 9}. For k = 1, 2, ...,5, let Nk be the number of subsets of S, each containing five elements out of which exactly k are odd. Then N₁ + N₂ + N₃ + N₄ + N₅ =
[A] 210 [B] 252 [C] 125 [D] 126"
2017_2_Q43,"Three randomly chosen nonnegative integers x, y and z are found to satisfy the equation x + y + z = 10. Then the probability that z is even, is
[A] 36/55 [B] 6/11 [C] 1/2 [D] 5/11"
2017_2_Q44,"If g(x) = ∫sin(2x) sin⁻¹(t) dt, then
[A] g'(π/2) = -2π [C] g'(π/2) = 2π [B] g'(-π/2) = 2π [D] g'(-π/2) = -2π"
2017_2_Q45,"Let α and β be nonzero real numbers such that 2(cos β − cos α) + cos α cos β = 1. Then which of the following is/are true?
[A] tan(α/2) + √3 tan(β/2) = 0 [B] √3 tan(α/2) + tan(β/2) = 0 [C] tan(α/2) - √3 tan(β/2) = 0 [D] √3 tan(α/2) - tan(β/2) = 0"
2017_2_Q46,"If f: R → R is a differentiable function such that f'(x) > 2f(x) for all x ∈ R, and f(0) = 1, then
[A] f(x) is increasing in (0,∞) [C] f(x) > e²x in (0,∞) [B] f(x) is decreasing in (0,∞) [D] f'(x) < e2x in (0,∞)"
2017_2_Q47,"Let f(x) = (1-x(1+|1-x|))/|1-x| cos (1/(1-x)) for x ≠ 1. Then
[A] limx→1− f(x) = 0 [B] limx→1- f(x) does not exist [C] limx→1+ f(x) = 0 [D] limx→1+ f(x) does not exist"
2017_2_Q48,"If f(x) = |cos(2x) cos(2x) sin(2x)| |cos x cos x sin x| |sin x sin x cos x| then
[A] f'(x) = 0 at exactly three points in (−π,π) [B] f'(x) = 0 at more than three points in (−π,π) [C] f(x) attains its maximum at x = 0 [D] f(x) attains its minimum at x = 0"
2017_2_Q49,"If the line x = α divides the area of region R = {(x, y) ∈ R²: x³ ≤ y ≤ x, 0 ≤ x ≤ 1} into two equal parts, then
[A] 0 < α < 1/2 [B] 1/2 < α < 1 [C] 2α⁴ − 4α² + 1 = 0 [D] α⁴ + 4α² − 1 = 0"
2017_2_Q50,"If I = Σ(k=1 to 98) ∫(k to k+1) (k+1)/(x(x+1)) dx, then
[A] I > loge 99 [B] I < loge 99 [C] I < 49/50 [D] I > 49/50"
2017_2_Q51,"| OX×OY |= 
[A] sin(P + Q) [B] sin 2R [C] sin(P+R) [D] sin(Q + R)"
2017_2_Q52,"If the triangle PQR varies, then the minimum value of
cos(P + Q) +cos(Q + R) +cos(R + P)
is
[A] -5/3 [B] -3/2 [C] 3/2 [D] 5/3"
2017_2_Q53,"a₁₂ =
[A] a₁₁ - a₁₀ [B] a₁₁ + a₁₀ [C] 2a₁₁ + a₁₀ [D] a₁₁ + 2a₁₀"
2017_2_Q54,"If a₄ = 28, then p + 2q =
[A] 21 [B] 14 [C] 7 [D] 12"
2018_1_Q01,"The potential energy of a particle of mass m at a distance r from a fixed point O is given by V(r) = kr²/2, where k is a positive constant of appropriate dimensions. This particle is moving in a circular orbit of radius R about the point O. If v is the speed of the particle and L is the magnitude of its angular momentum about O, which of the following statements is (are) true? (A) v = R √(k/(2m)) (B) v = R √(k/m) (C) L = √(mk) R² (D) L = √(mk/2) R²"
2018_1_Q02,"Consider a body of mass 1.0 kg at rest at the origin at time t = 0. A force F = (at î + β ĵ) is applied on the body, where α = 1.0 Ns⁻¹ and β = 1.0 N. The torque acting on the body about the origin at time t = 1.0 s is τ. Which of the following statements is (are) true? (A) |τ| = (1/3) N m (B) The torque τ is in the direction of the unit vector + k (C) The velocity of the body at t = 1 s is v = (1/2)(î + 2ĵ) m s⁻¹ (D) The magnitude of displacement of the body at t = 1 s is (1/6) m"
2018_1_Q03,"A uniform capillary tube of inner radius r is dipped vertically into a beaker filled with water. The water rises to a height h in the capillary tube above the water surface in the beaker. The surface tension of water is σ. The angle of contact between water and the wall of the capillary tube is θ. Ignore the mass of water in the meniscus. Which of the following statements is (are) true? (A) For a given material of the capillary tube, h decreases with increase in r (B) For a given material of the capillary tube, h is independent of σ (C) If this experiment is performed in a lift going up with a constant acceleration, then h decreases (D) h is proportional to contact angle θ"
2018_1_Q04,"In the figure below, the switches S₁ and S₂ are closed simultaneously at t = 0 and a current starts to flow in the circuit. Both the batteries have the same magnitude of the electromotive force (emf) and the polarities are as indicated in the figure. Ignore mutual inductance between the inductors. The current I in the middle wire reaches its maximum magnitude Imax at time t = τ. Which of the following statements is (are) true? (A) Imax = V/(2R) (B) Imax = V/(4R) (C) τ = (L/R) ln 2 (D) τ = (2L/R) ln 2"
2018_1_Q05,"Two infinitely long straight wires lie in the xy-plane along the lines x = ±R. The wire located at x = +R carries a constant current I₁ and the wire located at x = -R carries a constant current I₂. A circular loop of radius R is suspended with its centre at (0,0,√3R) and in a plane parallel to the xy-plane. This loop carries a constant current I in the clockwise direction as seen from above the loop. The current in the wire is taken to be positive if it is in the +î direction. Which of the following statements regarding the magnetic field B is (are) true? (A) If I₁ = I₂, then B cannot be equal to zero at the origin (0, 0, 0) (B) If I₁ > 0 and I₂ < 0, then B can be equal to zero at the origin (0, 0, 0) (C) If I₁ < 0 and I₂ > 0, then B can be equal to zero at the origin (0,0,0) (D) If I₁ = I₂, then the z-component of the magnetic field at the centre of the loop is (-μ₀I)/(2R)"
2018_1_Q06,"One mole of a monatomic ideal gas undergoes a cyclic process as shown in the figure (where V is the volume and T is the temperature). Which of the statements below is (are) true? (A) Process I is an isochoric process (B) In process II, gas absorbs heat (C) In process IV, gas releases heat (D) Processes I and III are not isobaric"
2018_1_Q07,"Two vectors A and B are defined as A = a î and B = a (cos ωt î + sin ωt ĵ), where a is a constant and ω = π/6 rad s⁻¹. If |A + B| = √3|A – B| at time t = τ for the first time, the value of τ, in seconds, is _____"
2018_1_Q08,"Two men are walking along a horizontal straight line in the same direction. The man in front walks at a speed 1.0 m s⁻¹ and the man behind walks at a speed 2.0 m s⁻¹. A third man is standing at a height 12 m above the same horizontal line such that all three men are in a vertical plane. The two walking men are blowing identical whistles which emit a sound of frequency 1430 Hz. The speed of sound in air is 330 m s⁻¹. At the instant, when the moving men are 10 m apart, the stationary man is equidistant from them. The frequency of beats in Hz, heard by the stationary man at this instant, is _____"
2018_1_Q09,"A ring and a disc are initially at rest, side by side, at the top of an inclined plane which makes an angle 60° with the horizontal. They start to roll without slipping at the same instant of time along the shortest path. If the time difference between their reaching the ground is (2 - √3)/√10 s, then the height of the top of the inclined plane, in metres, is _____. Take g = 10 m s⁻²."
2018_1_Q10,"A spring-block system is resting on a frictionless floor as shown in the figure. The spring constant is 2.0 N m⁻¹ and the mass of the block is 2.0 kg. Ignore the mass of the spring. Initially the spring is in an unstretched condition. Another block of mass 1.0 kg moving with a speed of 2.0 m s⁻¹ collides elastically with the first block. The collision is such that the 2.0 kg block does not hit the wall. The distance, in metres, between the two blocks when the spring returns to its unstretched position for the first time after the collision is _____"
2018_1_Q11,"Three identical capacitors C₁, C₂ and C₃ have a capacitance of 1.0 µF each and they are uncharged initially. They are connected in a circuit as shown in the figure and C₁ is then filled completely with a dielectric material of relative permittivity εᵣ. The cell electromotive force (emf) V₀ = 8 V. First the switch S₁ is closed while the switch S₂ is kept open. When the capacitor C₃ is fully charged, S₁ is opened and S₂ is closed simultaneously. When all the capacitors reach equilibrium, the charge on C₃ is found to be 5 µC. The value of εᵣ = _____"
2018_1_Q12,"In the xy-plane, the region y > 0 has a uniform magnetic field B₁k and the region y < 0 has another uniform magnetic field B₂k. A positively charged particle is projected from the origin along the positive y-axis with speed v₀ = π m s⁻¹ at t = 0, as shown in the figure. Neglect gravity in this problem. Let t = T be the time when the particle crosses the x-axis from below for the first time. If B₂ = 4B₁, the average speed of the particle, in m s⁻¹, along the x-axis in the time interval T is _____"
2018_1_Q13,"Sunlight of intensity 1.3 kW m⁻² is incident normally on a thin convex lens of focal length 20 cm. Ignore the energy loss of light due to the lens and assume that the lens aperture size is much smaller than its focal length. The average intensity of light, in kW m⁻², at a distance 22 cm from the lens on the other side is _____"
2018_1_Q14,"Two conducting cylinders of equal length but different radii are connected in series between two heat baths kept at temperatures T₁ = 300 K and T₂ = 100 K, as shown in the figure. The radius of the bigger cylinder is twice that of the smaller one and the thermal conductivities of the materials of the smaller and the larger cylinders are K₁ and K₂ respectively. If the temperature at the junction of the two cylinders in the steady state is 200 K, then K₁/K₂ = _____"
2018_1_Q15,The relation between [E] and [B] is (A) [E] = [B] [L] [T] (B) [E] = [B] [L]⁻¹ [T] (C) [E] = [B] [L] [T]⁻¹ (D) [E] = [B] [L]⁻¹ [T]⁻¹
2018_1_Q16,The relation between [ε₀] and [µ₀] is (A) [µ₀] = [ε₀] [L]² [T]⁻² (B) [µ₀] = [ε₀] [L]⁻² [T]² (C) [µ₀] = [ε₀]⁻¹ [L]² [T]⁻² (D) [µ₀] = [ε₀]⁻¹ [L]⁻² [T]²
2018_1_Q17,"Consider the ratio r = (1-a)/(1+a) to be determined by measuring a dimensionless quantity a. If the error in the measurement of a is Δα (Δα/α « 1), then what is the error Δr in determining r? (A) Δα/((1+a)²) (B) 2Δα/((1+a)²) (C) 2Δα/((1-a)²) (D) 2αΔα/((1-a)²)"
2018_1_Q18,"In an experiment the initial number of radioactive nuclei is 3000. It is found that 1000 ± 40 nuclei decayed in the first 1.0 s. For |x| « 1, ln(1 + x) = x up to first power in x. The error Δλ, in the determination of the decay constant λ, in s⁻¹, is (A) 0.04 (B) 0.03 (C) 0.02 (D) 0.01"
2018_1_Q19,The compound(s) which generate(s) N₂ gas upon thermal decomposition below 300°C is (are) (A) NH₄NO₃ (B) (NH₄)₂Cr₂O₇ (C) Ba(N₃)₂ (D) Mg₃N₂
2018_1_Q20,"The correct statement(s) regarding the binary transition metal carbonyl compounds is (are) (Atomic numbers: Fe = 26, Ni = 28) (A) Total number of valence shell electrons at metal centre in Fe(CO)₅ or Ni(CO)₄ is 16 (B) These are predominantly low spin in nature (C) Metal-carbon bond strengthens when the oxidation state of the metal is lowered (D) The carbonyl C–O bond weakens when the oxidation state of the metal is increased"
2018_1_Q21,"Based on the compounds of group 15 elements, the correct statement(s) is (are) (A) Bi₂O₅ is more basic than N₂O₅ (B) NF₃ is more covalent than BiF₃ (C) PH₃ boils at lower temperature than NH₃ (D) The N–N single bond is stronger than the P–P single bond"
2018_1_Q22,"In the following reaction sequence, the correct structure(s) of X is (are) 1) PBr₃, Et₂O Me --N₃ X 2) NaI, Me₂CO 3) NaN₃, HCONMe₂ enantiomerically pure (A) [Image of chemical structure] (B) [Image of chemical structure] (C) [Image of chemical structure] (D) [Image of chemical structure]"
2018_1_Q23,"The reaction(s) leading to the formation of 1,3,5-trimethylbenzene is (are) (A) Acetone reacting with Conc. H₂SO₄ and heat (Δ). (B) Propyne reacting with heated iron tube at 873 K. (C) A diketone structure, reacting with 1) Br₂, NaOH; 2) H₃O⁺; 3) sodalime, Δ. (D) Benzene-1,3,5-tricarbaldehyde reacting with Zn/Hg, HCl."
2018_1_Q24,"A reversible cyclic process for an ideal gas is shown below. Here, P, V, and T are pressure, volume and temperature, respectively. The thermodynamic parameters q, w, H and U are heat, work, enthalpy and internal energy, respectively. The correct option(s) is (are) (A) qAC = ΔUBC and wAB = P₂(V₂ - V₁) (B) wBC = P₂(V₂ - V₁) and qBC = ΔHAC (C) ΔHCA < ΔUCA and qAC = ΔUBC (D) qBC = ΔHAC and ΔHCA > ΔUCA"
2018_1_Q25,"Among the species given below, the total number of diamagnetic species is _____. H atom, NO₂ monomer, O₂⁻ (superoxide), dimeric sulphur in vapour phase, Mn₃O₄, (NH₄)₂[FeCl₄], (NH₄)₂[NiCl₄], K₂MnO₄, K₂CrO₄"
2018_1_Q26,"The ammonia prepared by treating ammonium sulphate with calcium hydroxide is completely used by NiCl₂.6H₂O to form a stable coordination compound. Assume that both the reactions are 100% complete. If 1584 g of ammonium sulphate and 952 g of NiCl₂.6H₂O are used in the preparation, the combined weight (in grams) of gypsum and the nickel-ammonia coordination compound thus produced is _____. (Atomic weights in g mol⁻¹: H = 1, N = 14, O = 16, S = 32, Cl = 35.5, Ca = 40, Ni = 59)"
2018_1_Q27,Consider an ionic solid MX with NaCl structure. Construct a new structure (Z) whose unit cell is constructed from the unit cell of MX following the sequential instructions given below. Neglect the charge balance. (i) Remove all the anions (X) except the central one (ii) Replace all the face centered cations (M) by anions (X) (iii) Remove all the corner cations (M) (iv) Replace the central anion (X) with cation (M) The value of (number of anions) / (number of cations) in Z is _____
2018_1_Q28,"For the electrochemical cell, Mg(s) | Mg²⁺ (aq, 1 M) || Cu²⁺ (aq, 1 M) | Cu(s) the standard emf of the cell is 2.70 V at 300 K. When the concentration of Mg²⁺ is changed to x M, the cell potential changes to 2.67 V at 300 K. The value of x is _____. (given, F/R = 11500 K V⁻¹, where F is the Faraday constant and R is the gas constant, ln(10) = 2.30)"
2018_1_Q29,"A closed tank has two compartments A and B, both filled with oxygen (assumed to be ideal gas). The partition separating the two compartments is fixed and is a perfect heat insulator (Figure 1). If the old partition is replaced by a new partition which can slide and conduct heat but does NOT allow the gas to leak across (Figure 2), the volume (in m³) of the compartment A after the system attains equilibrium is _____"
2018_1_Q30,"Liquids A and B form ideal solution over the entire range of composition. At temperature T, equimolar binary solution of liquids A and B has vapour pressure 45 Torr. At the same temperature, a new solution of A and B having mole fractions XA and XB, respectively, has vapour pressure of 22.5 Torr. The value of XA/XB in the new solution is _____. (given that the vapour pressure of pure liquid A is 20 Torr at temperature T)"
2018_1_Q31,The solubility of a salt of weak acid (AB) at pH 3 is Y×10⁻³ mol L⁻¹. The value of Y is _____. (Given that the value of solubility product of AB (Ksp) = 2×10⁻¹⁰ and the value of ionization constant of HB (Ka) = 1×10⁻⁸)
2018_1_Q32,"The plot given below shows P – T curves (where P is the pressure and T is the temperature) for two solvents X and Y and isomolal solutions of NaCl in these solvents. NaCl completely dissociates in both the solvents. On addition of equal number of moles of a non-volatile solute S in equal amount (in kg) of these solvents, the elevation of boiling point of solvent X is three times that of solvent Y. Solute S is known to undergo dimerization in these solvents. If the degree of dimerization is 0.7 in solvent Y, the degree of dimerization in solvent X is _____"
2018_1_Q33,The compound Y is (A) [Image of chemical structure] (B) [Image of chemical structure] (C) [Image of chemical structure] (D) [Image of chemical structure]
2018_1_Q34,The compound Z is (A) [Image of chemical structure] (B) [Image of chemical structure] (C) [Image of chemical structure] (D) [Image of chemical structure]
2018_1_Q35,The compound R is (A) [Image of chemical structure] (B) [Image of chemical structure] (C) [Image of chemical structure] (D) [Image of chemical structure]
2018_1_Q36,The compound S is (A) [Image of chemical structure] (B) [Image of chemical structure] (C) [Image of chemical structure] (D) [Image of chemical structure]
2018_1_Q37,"For a non-zero complex number z, let arg(z) denote the principal argument with -π < arg(z) ≤ π. Then, which of the following statement(s) is (are) FALSE? (A) arg(-1 - i) = -π/4, where i = √-1 (B) The function f: R → (-π, π], defined by f(t) = arg(-1 + it) for all t ∈ R, is continuous at all points of R, where i = √-1 (C) For any two non-zero complex numbers z₁ and z₂, arg(z₁/z₂) = arg(z₁) + arg(z₂) is an integer multiple of 2π (D) For any three given distinct complex numbers z₁, z₂ and z₃, the locus of the point z satisfying the condition arg(((z-z₁)(z₂-z₃))/((z-z₃)(z₂-z₁))) = π, lies on a straight line"
2018_1_Q38,"In a triangle PQR, let ∠PQR = 30° and the sides PQ and QR have lengths 10√3 and 10, respectively. Then, which of the following statement(s) is (are) TRUE? (A) ∠QPR = 45° (B) The area of the triangle PQR is 25√3 and ∠QRP = 120° (C) The radius of the incircle of the triangle PQR is 10√3 – 15 (D) The area of the circumcircle of the triangle PQR is 100 π"
2018_1_Q39,"Let P₁: 2x + y - z = 3 and P₂: x + 2y + z = 2 be two planes. Then, which of the following statement(s) is (are) TRUE? (A) The line of intersection of P₁ and P₂ has direction ratios 1, 2, -1 (B) The line (3x-4)/9 = (1-3y)/9 = z/3 is perpendicular to the line of intersection of P₁ and P₂ (C) The acute angle between P₁ and P₂ is 60° (D) If P₃ is the plane passing through the point (4, 2, -2) and perpendicular to the line of intersection of P₁ and P₂, then the distance of the point (2, 1, 1) from the plane P₃ is 2/√3"
2018_1_Q40,"For every twice differentiable function f: R → [-2,2] with (f(0))² + (f'(0))² = 85, which of the following statement(s) is (are) TRUE? (A) There exist r,s ∈ R, where r < s, such that f is one-one on the open interval (r, s) (B) There exists x₀ ∈ (−4, 0) such that |f'(x₀)| ≤ 1 (C) lim (x→∞) f(x) = 1 (D) There exists α ∈ (−4,4) such that f(α) + f''(α) = 0 and f'(α) ≠ 0"
2018_1_Q41,"Let f: R → R and g: R → R be two non-constant differentiable functions. If f'(x) = (e^(f(x)-g(x)))g'(x) for all x ∈ R, and f(1) = g(2) = 1, then which of the following statement(s) is (are) TRUE? (A) f(2) < 1- logₑ 2 (B) f(2) > 1 - logₑ 2 (C) g(1) > 1 - logₑ 2 (D) g(1) < 1 - logₑ 2"
2018_1_Q42,"Let f: [0, ∞) → R be a continuous function such that f(x) = 1 - 2x + ∫₀ˣ e^(x-t)f(t)dt for all x ∈ [0,∞). Then, which of the following statement(s) is (are) TRUE? (A) The curve y = f(x) passes through the point (1, 2) (B) The curve y = f(x) passes through the point (2, -1) (C) The area of the region {(x, y) ∈ [0, 1] × R : f(x) ≤ y ≤ √(1 − x²) } is (π-2)/4 (D) The area of the region {(x, y) ∈ [0,1] × R : f(x) ≤ y ≤ √(1 − x²) } is (π-1)/4"
2018_1_Q43,The value of ((log₂ 9)²)^(1/(log₂ (log₂ 9))) × (√7)^(1/(log₄ 7)) is _____
2018_1_Q44,"The number of 5 digit numbers which are divisible by 4, with digits from the set {1, 2, 3, 4, 5} and the repetition of digits is allowed, is _____"
2018_1_Q45,"Let X be the set consisting of the first 2018 terms of the arithmetic progression 1, 6, 11, ..., and Y be the set consisting of the first 2018 terms of the arithmetic progression 9, 16, 23, ... . Then, the number of elements in the set X ∪ Y is _____"
2018_1_Q46,"The number of real solutions of the equation ∑ᵢ₁^∞ sin⁻¹((xⁱ⁺¹ - xⁱ)/(1+x²ⁱ)) = π/2 - ∑ᵢ₁^∞ cos⁻¹(((i - (-x)ⁱ)/(i + (-x)ⁱ))) lying in the interval (-1/2, 1/2) is _____. (Here, the inverse trigonometric functions sin⁻¹x and cos⁻¹x assume values in [-π/2, π/2] and [0, π], respectively.)"
2018_1_Q47,"For each positive integer n, let Yₙ = (1/n) ((n + 1)(n + 2) ... (n + n))^(1/n). For x ∈ R, let [x] be the greatest integer less than or equal to x. If lim (n→∞) Yₙ = L, then the value of [L] is _____"
2018_1_Q48,"Let a and b be two unit vectors such that a ⋅ b = 0. For some x, y ∈ R, let c = x a + y b + (a × b). If |c| = 2 and the vector c is inclined at the same angle α to both a and b, then the value of 8 cos² α is _____"
2018_1_Q49,"Let a, b, c be three non-zero real numbers such that the equation √3 a cos x + 2 b sin x = c, x ∈ [-π/2, π/2] has two distinct real roots α and β with α + β = π/3. Then, the value of b/a is _____"
2018_1_Q50,"A farmer F₁ has a land in the shape of a triangle with vertices at P(0,0), Q(1,1) and R(2,0). From this land, a neighbouring farmer F₂ takes away the region which lies between the side PQ and a curve of the form y = xⁿ (n > 1). If the area of the region taken away by the farmer F₂ is exactly 30% of the area of ΔPQR, then the value of n is _____"
2018_1_Q51,"Let E₁E₂ and F₁F₂ be the chords of S passing through the point P₀ (1, 1) and parallel to the x-axis and the y-axis, respectively. Let G₁G₂ be the chord of S passing through P₀ and having slope –1. Let the tangents to S at E₁ and E₂ meet at E₃, the tangents to S at F₁ and F₂ meet at F₃, and the tangents to S at G₁ and G₂ meet at G₃. Then, the points E₃, F₃, and G₃ lie on the curve (A) x + y = 4 (B) (x - 4)² + (y − 4)² = 16 (C) (x - 4)(y − 4) = 4 (D) xy = 4"
2018_1_Q52,"Let P be a point on the circle S with both coordinates being positive. Let the tangent to S at P intersect the coordinate axes at the points M and N. Then, the mid-point of the line segment MN must lie on the curve (A) (x + y)² = 3xy (B) x^(2/3) + y^(2/3) = 2^(4/3) (C) x² + y² = 2xy (D) x² + y² = x² y²"
2018_1_Q53,"The probability that, on the examination day, the student S₁ gets the previously allotted seat R₁, and NONE of the remaining students gets the seat previously allotted to him/her is (A) 3/40 (B) 1/8 (C) 7/40 (D) 1/5"
2018_1_Q54,"For i = 1, 2, 3, 4, let Tᵢ denote the event that the students Sᵢ and Sᵢ₊₁ do NOT sit adjacent to each other on the day of the examination. Then, the probability of the event T₁ ∩ T₂ ∩ T₃ ∩ T₄ is (A) 1/15 (B) 1/10 (C) 7/60 (D) 1/5"
2018_2_Q01,"A particle of mass m is initially at rest at the origin. It is subjected to a force and starts moving along the x-axis. Its kinetic energy K changes with time as dK/dt = γt, where γ is a positive constant of appropriate dimensions. Which of the following statements is (are) true? (A) The force applied on the particle is constant (B) The speed of the particle is proportional to time (C) The distance of the particle from the origin increases linearly with time (D) The force is conservative"
2018_2_Q02,Consider a thin square plate floating on a viscous liquid in a large tank. The height h of the liquid in the tank is much less than the width of the tank. The floating plate is pulled horizontally with a constant velocity u0. Which of the following statements is (are) true? (A) The resistive force of liquid on the plate is inversely proportional to h (B) The resistive force of liquid on the plate is independent of the area of the plate (C) The tangential (shear) stress on the floor of the tank increases with u0 (D) The tangential (shear) stress on the plate varies linearly with the viscosity η of the liquid
2018_2_Q03,"An infinitely long thin non-conducting wire is parallel to the z-axis and carries a uniform line charge density λ. It pierces a thin non-conducting spherical shell of radius R in such a way that the arc PQ subtends an angle 120° at the centre O of the spherical shell, as shown in the figure. The permittivity of free space is ε0. Which of the following statements is (are) true? (A) The electric flux through the shell is √3Rλ/ε0 (B) The z-component of the electric field is zero at all the points on the surface of the shell (C) The electric flux through the shell is √2Rλ/ε0 (D) The electric field is normal to the surface of the shell at all points"
2018_2_Q04,"A wire is bent in the shape of a right angled triangle and is placed in front of a concave mirror of focal length f, as shown in the figure. Which of the figures shown in the four options qualitatively represent(s) the shape of the image of the bent wire? (These figures are not to scale.) (A) (B) (C) (D)"
2018_2_Q05,"In a radioactive decay chain, 236Th nucleus decays to 232Pb nucleus. Let Nα and Nβ be the number of α and β¯ particles, respectively, emitted in this decay process. Which of the following statements is (are) true? (A) Nα = 5 (B) Nα = 6 (C) Nβ = 2 (D) Nβ = 4"
2018_2_Q06,"In an experiment to measure the speed of sound by a resonating air column, a tuning fork of frequency 500 Hz is used. The length of the air column is varied by changing the level of water in the resonance tube. Two successive resonances are heard at air columns of length 50.7 cm and 83.9 cm. Which of the following statements is (are) true? (A) The speed of sound determined from this experiment is 332 m s¯¹ (B) The end correction in this experiment is 0.9 cm (C) The wavelength of the sound wave is 66.4 cm (D) The resonance at 50.7 cm corresponds to the fundamental harmonic"
2018_2_Q07,"A solid horizontal surface is covered with a thin layer of oil. A rectangular block of mass m = 0.4 kg is at rest on this surface. An impulse of 1.0 N s is applied to the block at time t = 0 so that it starts moving along the x-axis with a velocity v(t) = v0e-t/τ, where v0 is a constant and τ = 4 s. The displacement of the block, in metres, at t = τ is _______. Take e-1 = 0.37."
2018_2_Q08,"A ball is projected from the ground at an angle of 45° with the horizontal surface. It reaches a maximum height of 120 m and returns to the ground. Upon hitting the ground for the first time, it loses half of its kinetic energy. Immediately after the bounce, the velocity of the ball makes an angle of 30° with the horizontal surface. The maximum height it reaches after the bounce, in metres, is _______."
2018_2_Q09,"A particle, of mass 10-3kg and charge 1.0 C, is initially at rest. At time t = 0, the particle comes under the influence of an electric field E(t) = E0 sin ωt î, where E0 = 1.0 N C¯¹and ω = 103 rad s¯¹. Consider the effect of only the electrical force on the particle. Then the maximum speed, in m s¯¹, attained by the particle at subsequent times is _______."
2018_2_Q10,"A moving coil galvanometer has 50 turns and each turn has an area 2 × 10−4 m². The magnetic field produced by the magnet inside the galvanometer is 0.02 T. The torsional constant of the suspension wire is 10−4 N m rad−1. When a current flows through the galvanometer, a full scale deflection occurs if the coil rotates by 0.2 rad. The resistance of the coil of the galvanometer is 50 Ω. This galvanometer is to be converted into an ammeter capable of measuring current in the range 0 – 1.0 A. For this purpose, a shunt resistance is to be added in parallel to the galvanometer. The value of this shunt resistance, in ohms, is _______."
2018_2_Q11,"A steel wire of diameter 0.5 mm and Young's modulus 2 × 1011 N m¯² carries a load of mass M. The length of the wire with the load is 1.0 m. A vernier scale with 10 divisions is attached to the end of this wire. Next to the steel wire is a reference wire to which a main scale, of least count 1.0 mm, is attached. The 10 divisions of the vernier scale correspond to 9 divisions of the main scale. Initially, the zero of vernier scale coincides with the zero of main scale. If the load on the steel wire is increased by 1.2 kg, the vernier scale division which coincides with a main scale division is _______. Take g = 10 m s¯² and π = 3.2."
2018_2_Q12,"One mole of a monatomic ideal gas undergoes an adiabatic expansion in which its volume becomes eight times its initial value. If the initial temperature of the gas is 100 K and the universal gas constant R = 8.0 J mol¯¹K−¹, the decrease in its internal energy, in Joule, is _______."
